isolate.code,source,isolation.latitude,isolation.longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.wlist,mu.alist,mu.blist,mu.slist,mu.c.opt.list,mu.c.opt.val.list,mu.g.opt.list,mu.g.opt.val.list,mu.n,emp.max.growth,tmin,tmax,minqual,maxqual,curvequal,abs.curveskew,rel.curveskew,used.for.optimum.analysis,used.for.tmax.analysis,used.for.tmin.analysis,used.for.niche.width.analysis,used.for.max.growth.rate.analysis
232,"Gulf of Marseille, Mediterranean Sea",43.32,5.32,marine,Prorocentrum minimum,Prorocentrum minimum,,,,,minimum,Prorocentrum,Prorocentraceae,Prorocentrales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.739233346,24.28520764,0.248802163,0.047447902,0.099941366,20.092491,0.645486689,23.33986138,0.699158063,74,0.782563167,7.949887184,32.23509483,good,good,good,-200.2179287,-0.013979045,1,1,1,1,1
233,"off Monhegan Island, Gulf of Maine, USA",43.56,-69.45,marine,Alexandrium fundyense strain MI,Alexandrium fundyense,,,MI,,fundyense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.914589114,21.04352298,0.127795925,0.072778795,0.060692798,13.40371123,0.338979831,16.96930785,0.388951738,5,0.462,2.881949739,23.92547272,good,good,good,-161.0599414,-0.01728352,1,1,1,1,1
234,Saromako Lagoon,44.14,143.79,marine,Detonula confervacea,Detonula confervacea,,,,,confervacea,Detonula,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.976033926,25.12847348,0.524932362,0.096272292,0.045731591,2.441150786,0.664001627,8.356173568,0.913402092,6,0.89,-10.12308595,15.00538752,bad,good,bad,-106.4194723,-0.02242206,1,1,0,0,1
235,Saromako Lagoon,44.14,143.79,marine,Thalassiosira nordenskioeldii,Thalassiosira nordenskioeldii,,,,,nordenskioeldii,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.976850609,76.39745115,0.617399663,0.120712008,0.046136184,-18.18626647,0.068732065,12.61583436,0.990229979,7,0.947,-56.38499204,20.01245911,bad,good,bad,-345.1068245,-0.033253676,1,1,0,0,1
236,"Sturgeon Lake, Victoria county, Ontario, Canada",44.47,-78.72,freshwater,Chlamydomonas reinhardtii,Chlamydomonas reinhardtii,,,,,reinhardtii,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.821430227,32.37606708,0.027973457,0.055351438,0.013400199,21.40241764,0.091460821,27.59323415,0.109997734,8,0.1079,5.214384105,37.59045118,good,good,good,-646.8523476,-0.019060438,1,1,1,1,1
237,"Yellowstone Natl. Park, USA",44.53,-110.84,hot spring,Synechococcus lividus,Synechococcus lividus,,,,,lividus,Synechococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.851657002,23.26947751,0.848699463,0.033650219,0.148043325,48.36453496,4.320741619,50.56077605,4.486389154,5,4.541500327,36.72979621,59.99927372,bad,good,bad,-126.1580463,-0.010012789,0,0,0,0,0
239,Bay of Fundy,44.7,-66.51,marine,Alexandrium fundyense strain BoF,Alexandrium fundyense,,,BoF,,fundyense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.894091384,22.14423931,0.115588933,0.046625478,0.035083401,13.07049983,0.212609792,15.75863192,0.226793821,5,0.28,1.998380173,24.14261948,good,good,good,-138.5628467,-0.012760406,1,1,1,1,1
240,Northeast Pacific,45,-145,marine,Pseudo-nitzschia granii,Pseudo-nitzschia granii,,,,,granii,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.868516311,19.75950202,0.898999398,0.0019933,0.053594244,13.63229011,0.923763061,13.7308047,0.923852611,10,0.949,3.752539098,23.51204112,good,good,good,-4.14182542,-0.000536863,1,1,1,1,1
242,"Pomquet Harbour, Nova Scotia, Canada",45.64,-61.84,marine,Pseudo-nitzschia multiseries,Pseudo-nitzschia multiseries,Nitzschia pungens f. multiseries,,,,multiseries,Pseudo-nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.959190569,58.33919097,0.088259483,0.104669883,0.021713352,1.449496896,0.102719278,22.58950319,0.445767394,5,0.450545667,-27.72009859,30.61909238,bad,bad,bad,-1293.741106,-0.037970369,1,0,0,0,1
248,"Lake Aydat, France",45.66,2.99,freshwater,Fragilaria crotonensis,Fragilaria crotonensis,,,,,crotonensis,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.923046342,34.46420577,0.190097995,0.043687141,0.036436169,19.93932944,0.454242861,25.70109465,0.518941315,6,0.581,2.707226552,37.17143233,bad,good,bad,-699.56506,-0.017089261,1,1,0,0,1
249,"Lake Aydat, France",45.66,2.99,freshwater,Staurastrum pingue,Staurastrum pingue,,,,,pingue,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.946692678,36.25211703,0.235948573,0.043205697,0.038948822,21.67642884,0.601940785,27.92533685,0.694796761,6,0.742,3.550370327,39.80248736,bad,good,bad,-835.0512808,-0.01752722,1,1,0,0,1
250,"Lake Balaton, Hungary",46.85,17.75,freshwater,Cylindrospermopsis raciborskii strain ACT-9502,Cylindrospermopsis raciborskii,,,ACT-9502,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.691855406,23.38453768,0.284024434,0.052690288,0.230732762,28.53851784,1.277631163,31.85221879,1.399166913,10,1.678,16.846249,40.23078668,good,bad,bad,-188.6663665,-0.014753944,1,0,1,0,1
251,"Obersee, Bodensee, Germany",47.59,9.44,freshwater,Diatoma tenue,Diatoma tenue,Diatoma elongatum,,,,tenue,Diatoma,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.985661673,38.96708539,80.80874032,-0.164610988,0.034454215,33.15304632,0.344634596,18.81937207,1.673656306,4,1.656621762,13.66950363,52.63658902,good,bad,bad,837.3509847,0.014151868,1,0,1,0,1
252,"Obersee, Bodensee, Germany",47.59,9.44,freshwater,Fragilaria capucina,Fragilaria capucina,,,,,capucina,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.985575916,27.76098001,0.672233058,0.05644799,0.034779969,14.8341813,1.553032592,19.62486857,1.792838113,4,1.743958306,0.9536913,28.71467131,bad,good,bad,-375.5800959,-0.017554893,1,1,0,0,1
253,"Obersee, Bodensee, Germany",47.59,9.44,freshwater,Fragilaria crotonensis,Fragilaria crotonensis,,,,,crotonensis,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.810685648,48.54952994,0.205196488,0.117505516,0.153768554,7.815499398,0.51405604,25.02791565,1.931734613,5,2.070430628,-16.45926557,32.09026437,bad,good,bad,-1161.434614,-0.035145917,1,1,0,0,1
254,"Obersee, Bodensee, Germany",47.59,9.44,freshwater,Nitzschia holsatica,Nitzschia holsatica,Nitzschia actinastroides,,,,holsatica,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.883143689,67.20170024,1.228085737,0.021915568,0.065379149,20.44490344,1.922292186,31.48195678,2.184154814,5,2.209060064,-13.15594668,54.04575356,bad,bad,bad,-2673.9641,-0.01693834,1,0,0,0,1
256,"Friday Harbour, WA, USA",48.54,-123.01,marine,Skeletonema costatum clone FHS 3,Skeletonema costatum,,,,FHS 3,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.556521066,27.79196697,0.478869185,0.04315888,0.262957991,14.04347952,0.877896149,17.89035061,0.957018248,17,1.275390812,0.14749603,27.939463,good,good,good,-309.8351958,-0.014433541,1,1,1,1,1
257,"Friday Harbour, WA, USA",48.54,-123.01,marine,Skeletonema costatum clone FHS 7,Skeletonema costatum,,,,FHS 7,costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.872587119,94.64576804,0.250448673,0.127831788,0.170949028,-16.11111015,0.031936258,24.0311604,1.516010573,11,1.642758818,-63.43399417,31.21177387,bad,good,bad,-1388.806409,-0.038604251,1,1,0,0,1
258,"Lake Chanteraînes, Gennevilliers, France",48.94,2.31,freshwater,Cylindrospermopsis raciborskii strain PMC 99.12,Cylindrospermopsis raciborskii,,,PMC 99.12,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.992929133,29.32446111,0.263025149,0.017473485,0.010745129,27.9023688,0.428290314,29.7498108,0.435319015,6,0.42,13.24013825,42.56459936,good,good,good,-169.5219798,-0.006722579,1,1,1,1,1
259,"Vancouver, Canada",49.28,-123.17,marine,Phaeodactylum tricornutum strain NEPCC 640,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,,NEPCC 640,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.999996689,25.24600419,0.577759038,-0.007955433,0.000624739,17.37937334,0.50315408,16.74631609,0.504422591,4,0.49906597,4.75637125,30.00237544,bad,good,bad,43.23005999,0.00268663,1,1,0,0,1
260,NE Pacific Ocean,49.67,-144.67,marine,Emiliania huxleyi strain Van556,Emiliania huxleyi,Coccolithus huxleyi,,Van556,,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.971312678,112.2523413,0.468835325,0.097054096,0.041528367,-28.9919332,0.028119568,17.76853015,0.804514042,6,0.756916721,-85.11810387,27.13423746,bad,good,bad,-854.7663416,-0.03528672,1,1,0,0,1
261,"Lake 226SW, Experimental Lakes Area, Canadian Shield region",49.69,-93.75,freshwater,Synura sphagnicola,Synura sphagnicola,,,,,sphagnicola,Synura,Mallomonadaceae,Synurales,Synurophyceae,Ochrophyta,Chromista,Eukaryota,,chrysophytes,0.993318387,21.25756162,0.129902689,0.041302046,0.005388448,13.88986367,0.230549459,16.11983788,0.241664755,7,0.234976894,3.261082862,24.51864448,good,good,good,-106.5808161,-0.011095291,1,1,1,1,1
262,"off Plymouth, England",50.35,-4.15,marine,Phaeodactylum tricornutum strain CCAP 1052/1A,Phaeodactylum tricornutum,Nitzschia closterium forma minutissima,,CCAP 1052/1A,,tricornutum,Phaeodactylum,Phaeodactylaceae,Naviculales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.838360887,48.27928838,0.074241976,0.14473025,0.065520061,3.706374034,0.126945028,21.90669747,0.763189853,4,0.799891846,-20.43327016,27.84601823,bad,good,bad,-886.1437539,-0.034009877,1,1,0,0,1
265,"probably Hirschberg, Poland",50.9,15.73,freshwater,Cryptomonas pyrenoidifera,Cryptomonas pyrenoidifera,Cryptomonas ovata var. palustris,,,,pyrenoidifera,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista,Eukaryota,,cryptophytes,0.996955058,35.56980639,0.007224205,0.244335849,0.010680008,8.96459599,0.06457384,23.12169784,0.752007013,4,0.591,-8.820307206,26.74949919,bad,good,bad,-356.464606,-0.018623849,0,0,0,0,0
267,"Farnmoor reservoir, near Oxford, England",51.75,-1.36,freshwater,Tribonema sp.,Tribonema ,,,,,,Tribonema,Tribonemataceae,Tribonematales,Xanthophyceae,Ochrophyta,Chromista,Eukaryota,,xanthophytes,0.827994673,31.08845252,0.140343215,0.053654842,0.055275681,14.64465512,0.307922341,20.27655472,0.361875876,11,0.381230949,-0.899571139,30.18888138,good,good,good,-540.5556388,-0.01964714,0,0,0,0,0
269,"Lake Maarsseveen I, Netherlands",52.14,5.06,freshwater,Asterionella formosa,Asterionella formosa,,,,,formosa,Asterionella,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.992959834,41.41306954,0.234208468,0.089039916,0.014498206,5.654100922,0.387475367,17.97827402,0.749693384,5,0.726,-15.05243385,26.36063569,bad,bad,bad,-600.226311,-0.032767808,1,0,0,0,1
270,"Lake Maarsseveen I, Netherlands",52.14,5.06,freshwater,Cosmarium abbreviatum,Cosmarium abbreviatum,,,,,abbreviatum,Cosmarium,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.986114047,41.22511767,0.027417068,0.140333564,0.014812963,10.89389467,0.126462371,25.57777954,0.489002887,6,0.47,-9.718664167,31.5064535,bad,good,bad,-919.7989918,-0.029409956,1,1,0,0,1
271,"Lake Maarsseveen I, Netherlands",52.14,5.06,freshwater,Staurastrum avicula,Staurastrum avicula,,,,,avicula,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.993670732,29.47475659,0.059275781,0.080313899,0.009495152,19.95539762,0.294387402,26.79752662,0.400072583,6,0.41,5.218019321,34.69277591,good,good,good,-553.4365079,-0.021613103,1,1,1,1,1
272,"Lake Maarsseveen I, Netherlands",52.14,5.06,freshwater,Staurastrum cingulum,Staurastrum cingulum,,,,,cingulum,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.968911575,36.37585863,0.333147133,0.015931393,0.027667016,25.91529041,0.503433139,28.49669629,0.514001729,6,0.55,7.727361091,44.10321972,good,bad,bad,-364.0997509,-0.007564507,1,0,1,0,1
274,"Lake Maarsseveen II, Netherlands",52.14,5.09,freshwater,Closterium acutum,Closterium acutum,,,,,acutum,Closterium,Closteriaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.975263219,37.48250554,0.329584295,0.032978654,0.036170478,24.32683253,0.735167486,29.65307848,0.805556096,6,0.84,5.585579759,43.0680853,good,bad,bad,-778.9545903,-0.01479198,1,0,1,0,1
276,"Lake Maarsseveen II, Netherlands",52.14,5.09,freshwater,Staurastrum pingue,Staurastrum pingue,,,,,pingue,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.974800891,29.82539644,0.074616595,0.083898579,0.028066253,20.12123192,0.403632862,27.29236823,0.566330048,6,0.6,5.2085337,35.03393014,good,bad,bad,-582.5047253,-0.021955371,1,0,1,0,1
277,"Lake Maarsseveen II, Netherlands",52.14,5.09,freshwater,Staurastrum planctonicum,Staurastrum planctonicum,,,,,planctonicum,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.995640158,30.63206343,0.107478397,0.06373691,0.010990649,22.00238036,0.436877834,28.23782058,0.5423245,6,0.54,6.686348646,37.31841208,good,bad,bad,-573.5598479,-0.01995492,1,0,1,0,1
279,"Lake Melangsee, Germany",52.16,13.99,freshwater,Cylindrospermopsis raciborskii strain CYLI-53,Cylindrospermopsis raciborskii,,,CYLI-53,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.997419538,31.8305928,0.066396786,0.066801943,0.008170263,23.33852834,0.315673259,30.21701257,0.406440126,6,0.42,7.423231935,39.25382473,bad,good,bad,-669.513647,-0.0207599,1,1,0,0,1
280,"Madingley Brick Pits, Cambridge, England",52.23,0.04,freshwater,"Botryococcus braunii strain CHN 357, UTEX 572",Botryococcus braunii,,,"CHN 357, UTEX 572",,braunii,Botryococcus,Botryococcaceae,Trebouxiales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.959186315,36.81718206,2.143936429,-0.117960887,0.002286973,33.88696266,0.039372306,22.09767511,0.093304134,5,0.095,15.47837163,52.29555369,good,bad,bad,1022.038271,0.02047932,1,0,1,0,1
281,"Scharmützelsee Northern Bay, Germany",52.24,14.05,freshwater,Aphanizomenon gracile strain 16D11,Aphanizomenon gracile,,,16D11,,gracile,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.984322984,56.80361133,0.031525293,0.125170228,0.032875847,3.952350632,0.051702534,25.46718744,0.325578599,7,0.293,-24.44945503,32.3541563,bad,good,bad,-1221.577143,-0.036068714,1,1,0,0,1
283,"Lake IJmeer, Netherlands",52.38,5.09,freshwater,Closterium limneticum,Closterium limneticum,,,,,limneticum,Closterium,Closteriaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.939879962,40.01636197,0.21917784,0.041699946,0.060679489,27.07628702,0.677875165,34.32659747,0.796742614,6,0.805,7.068106036,47.08446801,good,bad,bad,-1170.765028,-0.018270773,1,0,1,0,1
284,"Lake IJmeer, Netherlands",52.38,5.09,freshwater,Cosmarium biretum,Cosmarium biretum,,,,,biretum,Cosmarium,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.971798542,65.28471356,0.429450713,-0.008118163,0.013753888,38.79694408,0.313420915,34.5459508,0.31892379,6,0.32,6.154587305,71.43930086,good,bad,bad,1933.073273,0.006947264,1,0,1,0,1
285,"Lake IJmeer, Netherlands",52.38,5.09,freshwater,Cosmarium kjellmanii,Cosmarium kjellmanii,,,,,kjellmanii,Cosmarium,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.934144156,32.96350639,0.056232154,0.099681594,0.039738505,17.2911636,0.315165998,26.55476942,0.542862123,6,0.595,0.809410406,33.7729168,bad,good,bad,-804.5922806,-0.022463408,1,1,0,0,1
286,"Lake IJmeer, Netherlands",52.38,5.09,freshwater,Staurastrum chaetoceras,Staurastrum chaetoceras,,,,,chaetoceras,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.995003037,26.16495677,0.077500039,0.082630274,0.013030552,21.01882588,0.440129843,26.7374244,0.57109332,6,0.575,7.936347491,34.10130426,good,good,good,-374.4430047,-0.02090382,1,1,1,1,1
287,"Veluwemeer, Holland",52.4,5.71,freshwater,Planktothrix agardhii,Planktothrix agardhii,Oscillatoria agardhii,,,,agardhii,Planktothrix,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.944978139,36.48839276,0.049569018,0.100954118,0.035057671,19.88949082,0.36918283,30.74421928,0.713501433,9,0.756,1.645294439,38.1336872,bad,good,bad,-1067.266497,-0.021968918,1,1,0,0,1
288,"Heileger See, Germany",52.41,13.07,freshwater,Aphanizomenon aphanizomenoides strain 22C4-9,Aphanizomenon aphanizomenoides,,,22C4-9,,aphanizomenoides,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.983097618,60.92844258,0.031451337,0.112324103,0.035131548,7.243914559,0.070959387,30.07922334,0.404167845,7,0.354,-23.22030673,37.70813585,bad,good,bad,-1832.238758,-0.03417251,1,1,0,0,1
289,"Werbellinsee, Germany",52.92,12.94,freshwater,Cylindrospermopsis raciborskii strain 24G7,Cylindrospermopsis raciborskii,,,24G7,,raciborskii,Cylindrospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.987114545,26.23431702,0.090235226,0.052023807,0.010750368,23.35252463,0.304084952,27.40272812,0.339616914,6,0.334,10.23536612,36.46968314,good,good,good,-287.8549278,-0.015942792,1,1,1,1,1
290,"Stechlin, Germany",53.15,13.03,freshwater,Anabaena macrospora strain ST195AS,Anabaena macrospora,,,ST195AS,,macrospora,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.997094821,32.45337173,0.041392142,0.069882374,0.004313848,18.0120992,0.145739285,25.33655048,0.193607217,7,0.19,1.785413336,34.23878507,bad,good,bad,-727.8801498,-0.021295135,1,1,0,0,1
291,"Stechlin, Germany",53.15,13.03,freshwater,Aphanizomenon flos-aquae strain ST115AF,Aphanizomenon flos-aquae,,,ST115AF,,flos-aquae,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.964869572,66.31765304,0.038250441,0.125856661,0.014191164,-2.548459397,0.027754958,23.60361193,0.281991454,6,0.261,-35.70728592,30.61036712,bad,good,bad,-1105.25796,-0.038535237,1,1,0,0,1
292,"Dutch Wadden Sea, Netherlands",53.33,5.42,marine,Fibrocapsa japonica,Fibrocapsa japonica,,,,,japonica,Fibrocapsa,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,,raphidophytes,0.962730038,29.26403,0.4974426,-0.001260958,0.018986556,20.61262072,0.484679824,20.47574004,0.484721064,5,0.460942875,5.980605724,35.24463572,good,bad,bad,12.62941398,0.000503942,1,0,1,0,1
293,"Lieps, Germany",53.45,13.16,freshwater,Anabaena bergii strain LIE02AB,Anabaena bergii,,,LIE02AB,,bergii,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.99336014,22.91047463,0.450170271,-0.02101409,0.005201186,26.4314701,0.258318313,25.07117862,0.262060745,5,0.263,14.97623279,37.88670742,bad,good,bad,76.26626245,0.006342058,1,1,0,0,1
294,"Lake Bofin, Ireland",53.62,-10.23,freshwater,Staurastrum anatinum,Staurastrum anatinum,,,,,anatinum,Staurastrum,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.93601502,32.87840243,0.044184179,0.078320403,0.019580331,18.81860345,0.192914559,26.86612928,0.275494224,6,0.27,2.379402235,35.25780467,bad,bad,bad,-785.8406386,-0.022110693,1,0,0,0,1
295,"Lake Bofin, Ireland",53.62,-10.23,freshwater,Staurodesmus cuspidatus,Staurodesmus cuspidatus,,,,,cuspidatus,Staurodesmus,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.870585578,29.56897413,0.049317714,0.086328045,0.032550997,18.05160034,0.234309456,25.25020483,0.332782723,6,0.36,3.267113273,32.8360874,bad,good,bad,-570.4817133,-0.022066475,1,1,0,0,1
297,"Lake Baikal, Russia",53.62,108.38,freshwater,Synechocystis limnetica,Synechocystis limnetica,,,,,limnetica,Synechocystis,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.655601797,16.87125542,0.231360475,0.026952818,0.082959564,11.56822172,0.316009782,12.51491798,0.320093985,5,0.35,3.132594003,20.00384943,good,good,good,-28.78296935,-0.005993678,1,1,1,1,1
298,Port Erin fish ponds,54.09,-4.77,marine,"Isochrysis galbana strain CCMP1323, Iso.",Isochrysis galbana,,,"CCMP1323, Iso.",,galbana,Isochrysis,Isochrysidaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,haptophytes,0.99953862,29.70414271,0.127715006,0.133814926,0.00758052,11.96501179,0.63327099,21.1187132,1.336749396,4,1.316979643,-2.887059559,26.81708315,bad,good,bad,-555.8232446,-0.023717047,1,1,0,0,1
